business_name,category,area,google_maps_cid,group_nightlife,group_eat,group_stay,group_things-to-do,group_shopping,group_services,group_wellness,group_transport,current_groups,potential_groups
"Passion Fruit Ecolodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,936609025929524946,,,current,,,,,,stay,stay
"Piscina Natural - Cahuita, Limón, Costa Rica",hotel,Cahuita,17869478518882169277,,,current,,,,,,stay,stay
"Pizzeria Cahuita - Cahuita, Limón, Costa Rica",restaurant,Cahuita,640877045685360336,,current,,,,,,,eat,eat
"Playa Grande Lodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,8354222119223173690,,,current,,,,,,stay,stay
"Playa Negra Guesthouse - Cahuita, Limón, Costa Rica",hotel,Cahuita,9639892766267705924,,,current,,,,,,stay,stay
"Pura Vida Vegana - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,10399984297239881230,,,current,,,,,,stay,stay
"Redfrogteam Guardianes de la Naturaleza - Bribri, Limón, Costa Rica",tour_company,Bribri,3224358448323034123,,,,current,,,,,things-to-do,things-to-do
"Reggae Bar - Cahuita, Limón, Costa Rica",restaurant,Cahuita,6096810839054830174,current,current,,,,,,,eat|nightlife,eat|nightlife
"Restaurante Bananas - Cahuita, Limón, Costa Rica",restaurant,Cahuita,3265602198018337523,,current,,,,,,,eat,eat
"Rhodes Island Cabinas - Cahuita, Limón, Costa Rica",hotel,Cahuita,10690687264393434328,,,current,,,,,,stay,stay
"Riverside Cabins and Houses - Cahuita, Limón, Costa Rica",hotel,Cahuita,5780823649006198050,,,current,,,,,,stay,stay
"Roberto's Restaurant and Tours - Cahuita, Limón, Costa Rica",restaurant,Cahuita,5842569498936371106,,current,,suggested,,,,,eat,eat|things-to-do
"Se Ua Bed and Breakfast - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,15469928124041183357,,,current,,,,,,stay,stay
"Secret Garden - Cahuita, Limón, Costa Rica",hostel,Cahuita,13536114438148732247,,,current,,,,,,stay,stay
"Shiosai Retreat Cabins - Gandoca, Limón, Costa Rica",hotel,Gandoca,2791131175093117206,,,current,,,,suggested,,stay,stay|wellness
"Sloth Sanctuary - Cahuita, Limón, Costa Rica",tour_company,Cahuita,7287083462049763885,,,,current,,,,,things-to-do,things-to-do
"Sobre las Olas by Gondwana - Cahuita, Limón, Costa Rica",restaurant,Cahuita,9015241096564614926,,current,,,,,,,eat,eat
"Soda Chang - Sixaola, Limón, Costa Rica",restaurant,Sixaola,12096131897059550769,,current,,,,,,,eat,eat
"Soda Kawe - Cahuita, Limón, Costa Rica",restaurant,Cahuita,9935585180743716856,,current,,,,,,,eat,eat
"Soda Marta - Sixaola, Limón, Costa Rica",restaurant,Sixaola,17548396689353983180,,current,,,,,,,eat,eat
"Soda y Cabinas Kaniki - Gandoca, Limón, Costa Rica",hotel,Gandoca,1916707872062639626,,suggested,current,,,,,,stay,eat|stay
"Sport Body Gym - Cahuita, Limón, Costa Rica",services,Cahuita,7364638263800075443,,,,,,current,current,,services|wellness,services|wellness
"Suizo Loco Lodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,8321379610695665456,,,current,,,,,,stay,stay
"Super Negro Cahuita - Cahuita, Limón, Costa Rica",shopping,Cahuita,1491509510148377065,,,,,current,,,,shopping,shopping
"Super Vaz 2 - Cahuita, Limón, Costa Rica",shopping,Cahuita,6639028591976267928,,,,,current,,,,shopping,shopping
"TKD Caribe - Cahuita, Limón, Costa Rica",services,Cahuita,,,,,,,current,,,services,services
"Tarponville Fishing Lodge - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,4106444293730751001,,,current,suggested,,,,,stay,stay|things-to-do
"Terminal de Buses Sixaola - Sixaola, Limón, Costa Rica",services,Sixaola,12283987889434351587,,,,,,current,,suggested,services,services|transport
"Three Monkeys - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,6474159768299184830,,,current,,,,,,stay,stay
"Topos Tree House - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,1215314758681012489,,,current,,,,,,stay,stay
"Tourist Police - Cahuita, Limón, Costa Rica",services,Cahuita,15033673071524244619,,,,,,current,,,services,services
"Troy's Place - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,4460094513370819167,,,current,,,,,,stay,stay
"Villa Mango - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,14486288414847239493,,,current,,,,,,stay,stay
"Wildlife Lodge Cahuita - Cahuita, Limón, Costa Rica",hotel,Cahuita,11172305075992391997,,,current,suggested,,,,,stay,stay|things-to-do
Selina Hostel Puerto Viejo,hostel,Puerto Viejo,6252746693553946796,,,current,,,,,,stay,stay
Finca Ardilla,hotel,Playa Chiquita,15755761711636582805,,,current,,,,,,stay,stay
Kinawe Cabinas,hotel,Playa Negra,,,,current,,,,,,stay,stay
El Tucan Jungle Lodge,hotel,Cocles,2539549004979561790,,,current,,,,,,stay,stay
Hotel Punta Cocles,hotel,Cocles,6544015151011886307,,,current,,,,,,stay,stay
Italia Villas,hotel,Playa Negra,16016558320812834186,,,current,,,,,,stay,stay
Vago's Place,hotel,Playa Chiquita,12507819141188724740,,,current,,,,,,stay,stay
Home Naranjo,hotel,Cocles,11804471412549390661,,,current,,,,,,stay,stay
Casa Naranjo,hotel,Cocles,2274466818806698362,,,current,,,,,,stay,stay
Finca Las Hormigas,hotel,Punta Uva,10843005590817162391,,,current,,,,,,stay,stay
Solo Bueno,restaurant,Playa Negra,241301080670714226,,current,,,,,,,eat,eat
Apetito Express,restaurant,Playa Negra,15140946777442800643,,current,,,,,,,eat,eat
Puerto Viejo de Talamanca,restaurant,Playa Negra,,,current,,,,,,,eat,eat
El Ranchón,restaurant,Playa Negra,14110719586259786874,,current,,,,,,,eat,eat
Playa Chiquita Paradise,restaurant,Cocles,911501752511410968,,current,,,,,,,eat,eat
Escuela Këköldi,services,Punta Uva,17352409197230602753,,,,,,current,,,services,services
policía,services,Playa Negra,16375671444582208351,,,,,,current,,,services,services
Escuela Hone Creek,services,Playa Negra,15919102379822575632,,,,,,current,,,services,services
Escuela Patiño,services,Playa Negra,14849784949452434192,,,,,,current,,,services,services
Taller Gabriel,shopping,Puerto Viejo,7243082637502018565,,,,,current,suggested,,,shopping,services|shopping
Playa Cocles,tour_company,Playa Negra,2801042536018135472,,,,current,,,,,things-to-do,things-to-do
